est_prsnl_inc_third_quartile_pr100, slct_gov_pnsn_alw_pnsn_dva_num, est_p_inc_tot_own_unincorporated_bsns_inc_aud, est_prsnl_inc_lo_quartile_pr100, lga_code17, gross_capital_gains_rep_taxpayers_med_aud, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1_499wk_pr100, est_p_inc_tot_inc_earners_excl_gov_pnsn_alw_med_age_yrs, slct_gov_pnsn_alw_fam_tax_bft_b_num, equiv_tot_hsld_inc_fam_lone_p_grp_hslds_med_wkly_aud, slct_gov_pnsn_alw_newstart_alw_num, est_p_inc_investment_inc_earners_med_age_yrs, est_p_inc_tot_investment_inc_aud, slct_gov_pnsn_alw_age_pnsn_dva_num, gross_capital_gains_rep_taxpayers_p_num, est_p_inc_avg_tot_inc_excl_gov_pnsn_aud, slct_gov_pnsn_alw_carer_payment_num, est_prsnl_inc_second_quartile_pr100, est_p_inc_tot_inc_excl_gov_pnsn_aud, est_p_inc_super_annuity_inc_earners_num, est_prsnl_inc_p20_p50_ratio, est_p_inc_investment_inc_asmnsrc_inc_pr100, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1000_1999wk_pr100, est_prsnl_inc_gini_coefficient_num, ogc_fid, est_p_inc_avg_investment_inc_aud, est_p_inc_med_emply_inc_aud, est_p_inc_avg_super_annuity_inc_aud, slct_gov_pnsn_alw_fam_tax_bft_num, lga_name17, est_p_inc_tot_super_annuity_inc_aud, gross_capital_gains_rep_taxpayers_avg_aud, slct_gov_pnsn_alw_yth_alw_full_time_studts_apprentices_num, slct_gov_pnsn_alw_dsblty_supp_pnsn_num, est_p_inc_own_unincorporated_bsns_inc_asmnsrc_inc_pr100, slct_gov_pnsn_alw_prnting_payment_prtred_num, tot_p_inc_wkly_p_ov_15_yrs_p_earn_nil_inc_pr100, est_prsnl_inc_p80_p50_ratio, est_prsnl_inc_inc_share_top_5_pr100_earners_pr100, est_prsnl_inc_inc_share_top_10_pr100_earners_pr100, est_prsnl_inc_p80_p20_ratio, est_p_inc_tot_inc_earners_excl_gov_pnsn_num, est_prsnl_inc_inc_share_top_1_pr100_earners_pr100, slct_gov_pnsn_alw_age_pnsn_centrelink_num, est_prsnl_inc_p10_p50_ratio, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud3000_plswk_pr100, est_p_inc_super_annuity_inc_earners_med_age_yrs, est_p_inc_super_annuity_inc_asmnsrc_inc_pr100, est_p_inc_avg_own_unincorporated_bsns_inc_aud, est_p_inc_own_unincorporated_bsns_inc_earners_num, tot_p_inc_wkly_p_ov_15_yrs_p_negative_inc_pr100, slct_gov_pnsn_alw_inc_supp_supplement_dva_num, gross_capital_gains_rep_taxpayers_amount_audm, slct_gov_pnsn_alw_prnting_payment_single_num, slct_gov_pnsn_alw_yth_alw_oth_num, est_p_inc_med_investment_inc_aud, est_p_inc_emply_inc_earners_med_age_yrs, est_p_inc_med_tot_inc_excl_gov_pnsn_aud, est_p_inc_tot_emply_inc_aud, est_p_inc_emply_inc_asmnsrc_inc_pr100, est_p_inc_investment_inc_earners_num, est_p_inc_own_unincorporated_bsns_inc_earners_med_age_yrs, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud500_999wk_pr100, est_p_inc_med_super_annuity_inc_aud, yr, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud2000_2999wk_pr100, est_prsnl_inc_hi_quartile_pr100, est_p_inc_med_own_unincorporated_bsns_inc_aud, est_p_inc_emply_inc_earners_num, est_p_inc_avg_emply_inc_aud
23.5,114,21768687,27.7,"14870",3719,35.0,46,1223,647,989,50,26243292,null,499,54940,360,25.8,530830163,369,0.34,11.7,15.8,0.469,211,4018,46628,23831,1421,"Lithgow (C)",8793681,30743,100,1269,7.9,null,6.8,1.98,17.8,29.9,5.8,9662,5.2,3484,0.12,1.8,59,2.2,13857,1571,0.5,52,15.3,348,145,241,43,44339,495476995,77.8,6531,52,21.9,18779,2016,3.7,23.0,5984,8746,56652
29.4,657,301593358,22.1,"14900",5059,28.9,40,15547,805,7003,41,207796908,5,3068,55444,5949,26.9,5472008704,1574,0.42,6.9,21.7,0.404,218,3422,49850,24232,18418,"Liverpool (C)",38140739,55548,2661,7329,8.5,null,12.2,1.7,16.5,26.8,4.01,98695,5.5,15953,0.22,1.3,57,0.8,22947,13143,0.6,138,170.4,2645,671,148,37,48520,5203445103,83.5,60723,43,22.9,13025,2016,3.3,21.6,17838,94467,55082
24.2,36,21099963,30.4,"14920",1439,34.4,48,492,666,351,52,23843214,null,291,49578,141,27.6,189733411,80,0.33,14.5,16.1,0.514,225,8980,41243,19669,600,"Liverpool Plains (A)",1573546,25015,15,411,16.1,null,6.5,1.88,21.4,33.2,5.62,3827,8.0,1180,0.09,1.7,57,1.2,17395,1213,0.9,38,7.3,133,60,349,43,40571,149112186,67.8,2655,54,25.3,10000,2016,2.5,17.9,7452,3120,47792
28.2,16,17122407,24.9,"14950",3051,32.4,47,180,708,85,51,3928934,null,102,50855,39,27.8,69365822,48,0.38,9.7,17.8,0.428,232,4076,41552,20505,228,"Lockhart (A)",984258,35839,9,132,20.8,null,5.5,1.73,17.0,27.6,4.55,1364,5.1,428,0.14,1.6,58,1.8,38391,446,0.3,11,3.7,34,11,467,43,45187,50483192,67.4,964,53,26.4,19094,2016,3.1,19.0,24175,1106,45645
25.9,347,81754031,22.9,"15050",2347,30.7,41,4966,842,2523,45,121860095,16,2009,60206,1059,24.9,2456846027,1188,0.39,9.8,22.0,0.439,239,4448,50790,25730,5821,"Maitland (C)",30567406,20157,460,3448,5.2,null,7.6,1.86,17.6,28.8,4.72,40807,5.9,8259,0.16,2.1,57,1.4,19300,4236,0.4,173,40.5,1364,512,153,38,49867,2338852887,83.3,27396,47,24.9,16080,2016,5.2,26.3,8973,39030,59924
21.2,1071,143410279,34.4,"15240",3033,41.3,51,5815,591,4590,55,215885525,21,3070,44026,2262,30.1,1867302417,1833,0.29,20.1,13.2,0.494,246,6967,39150,26094,7151,"Mid-Coast (A)",47829557,49365,321,6082,10.5,null,6.1,1.9,20.6,32.3,6.53,42414,7.5,20120,0.08,1.1,59,2.6,17328,8276,0.5,542,151.5,1552,713,434,44,35736,1532160869,66.1,30989,54,25.8,18000,2016,1.8,14.3,8736,33794,45338
20.4,144,29181663,29.5,"15270",3111,33.6,45,1385,719,928,48,55293175,5,790,55620,371,26.4,667607265,298,0.33,13.8,16.0,0.507,253,6590,44567,27125,1644,"Mid-Western Regional (A)",8083275,30565,41,1094,10.7,null,6.9,2.13,19.6,32.4,6.42,12003,6.6,3234,0.11,2.5,58,1.4,9987,2922,0.6,65,24.1,352,147,220,41,41867,607448683,73.6,8390,52,22.4,15855,2016,5.2,23.7,3429,10540,57633
28.0,27,103496903,24.1,"15300",3524,27.1,43,1064,791,719,47,55550375,null,519,64351,207,25.3,435271513,116,0.39,12.1,20.5,0.569,260,12844,43896,23354,1221,"Moree Plains (A)",2709108,68067,21,660,14.4,null,5.5,1.75,29.9,40.7,4.54,6764,13.9,1158,0.15,2.5,57,0.6,59345,1744,0.8,28,35.3,408,162,370,39,48215,292578436,72.6,4325,52,23.9,10522,2016,3.0,22.6,17525,6064,48248
17.7,41,254347337,19.0,"15350",6274,14.3,47,369,1766,155,49,761685773,null,3585,162272,18,16.4,3223693533,614,0.32,28.7,23.5,0.664,267,44333,68812,43582,441,"Mosman (A)",26759118,142773,109,170,6.9,null,9.1,2.47,42.6,55.0,7.62,19866,21.2,1325,0.15,19.4,60,1.3,86074,2955,0.4,46,511.8,36,null,2962,41,74068,2285150318,61.2,17181,52,13.9,25391,2016,10.4,46.9,15231,15885,143856
24.8,90,21837182,32.2,"15520",3839,33.9,48,571,692,297,51,41829614,null,517,46960,143,27.2,274576345,160,0.32,19.3,17.4,0.492,273,9852,40311,22030,785,"Murray River (A)",3524750,58308,48,402,11.7,null,5.8,1.85,20.1,31.6,5.73,5847,6.9,2264,0.11,1.5,58,1.1,15859,1377,0.7,51,30.1,131,28,430,43,39013,215835247,67.6,4246,53,26.9,10996,2016,2.4,15.8,8524,4719,45737
28.2,10,22927395,26.9,"15560",2874,26.9,45,231,768,93,49,13499156,null,143,52068,56,27.7,109498662,30,0.38,13.2,21.2,0.481,280,9084,38936,23434,306,"Murrumbidgee (A)",703012,17778,6,147,17.6,null,6.4,1.73,21.0,32.6,4.51,2103,6.5,463,0.13,1.7,58,0.6,34017,674,0.6,10,2.5,61,7,585,40,43211,75722035,68.5,1486,52,27.5,15078,2016,2.2,17.2,18398,1767,42853
20.7,57,12116503,23.0,"15650",2275,28.1,42,1123,850,742,46,17463655,null,400,67625,201,23.5,547292596,195,0.37,8.6,18.8,0.463,287,3337,53851,27613,1244,"Muswellbrook (A)",5384476,24909,40,727,5.7,null,8.2,2.21,17.4,28.6,5.91,8093,6.1,1440,0.16,2.5,55,1.2,11844,1023,0.6,45,10.0,407,150,119,39,51913,542949927,84.3,5234,51,22.2,10402,2016,7.7,32.8,4668,7939,68390
21.8,234,31495827,35.1,"15700",2236,42.9,50,1391,564,1100,54,25795999,13,495,41891,569,29.9,364243679,420,0.29,16.6,12.6,0.485,294,4204,38527,28182,1691,"Nambucca (A)",11836530,20712,71,1503,12.6,null,5.7,1.89,18.9,30.7,6.57,8695,6.1,4048,0.08,0.8,59,3.2,15600,2019,0.5,107,10.3,401,172,362,44,34830,311860607,66.9,6136,55,24.9,21972,2016,1.6,13.2,8214,7079,44054
25.3,38,43614097,26.2,"15750",2468,29.1,45,803,771,546,48,38838257,null,411,55059,149,26.8,378200054,132,0.36,12.2,20.0,0.49,301,8090,43518,21999,980,"Narrabri (A)",2903899,47345,31,532,13.3,null,5.8,1.85,20.7,32.1,5.16,6869,7.8,1553,0.12,1.9,58,0.9,23898,1825,0.7,32,19.5,279,102,247,40,44690,313368179,73.3,4801,53,24.8,11323,2016,3.5,21.8,9711,6149,50962
26.1,23,22699124,28.2,"15800",2017,31.6,47,403,676,227,52,8843524,null,166,48455,115,28.2,140664498,72,0.36,11.8,17.4,0.453,308,4547,41694,22435,503,"Narrandera (A)",1615353,29035,17,298,15.0,null,5.2,1.8,17.5,28.7,5.01,2903,5.2,907,0.12,1.1,57,1.4,30716,739,0.8,28,4.8,137,40,274,42,42296,113104075,71.3,1945,54,27.0,11804,2016,1.8,17.5,15753,2488,45460
25.2,22,24913056,27.8,"15850",2021,30.8,46,452,694,294,50,17950961,null,215,49437,64,28.3,167543293,64,0.34,14.4,18.7,0.477,315,7433,42840,20895,545,"Narromine (A)",1337268,51037,17,233,17.0,null,6.3,1.84,18.7,29.9,5.37,3389,6.0,889,0.11,1.3,57,0.8,22898,1088,1.0,29,11.0,161,54,441,41,42139,131336824,67.5,2415,53,25.7,12365,2016,2.5,18.7,11330,2759,47603
25.3,635,350970390,24.1,"15900",2812,30.2,41,7270,875,5559,44,462317123,29,5810,62752,1664,23.8,5401958003,2693,0.37,12.8,22.8,0.466,322,7451,49901,25131,8653,"Newcastle (C)",67676553,37968,3492,8025,5.9,null,7.2,1.86,21.0,31.9,5.02,86084,8.2,17921,0.15,2.8,58,1.5,36205,9694,0.4,541,220.6,1697,996,268,37,49887,4798816851,79.5,62050,45,23.7,16505,2016,5.3,26.9,12380,81531,58859
20.8,67,345886031,17.2,"15950",3234,12.0,40,907,1764,512,41,738274957,null,6326,107918,79,16.5,5303104784,1185,0.37,17.0,30.2,0.536,329,17952,73241,38796,1048,"North Sydney (A)",45972784,80363,317,652,5.9,null,6.1,1.96,29.6,40.6,5.27,49140,14.1,3247,0.18,14.1,60,1.0,53361,6482,0.3,49,508.4,100,20,830,37,72915,4499086843,75.0,41126,45,14.5,22332,2016,13.6,45.5,12467,44795,100437
22.0,908,891386710,22.6,"15990",3273,20.4,44,6132,1266,2327,46,2214759946,29,17335,84380,672,21.8,14126051344,4289,0.37,18.6,25.6,0.545,335,16634,55000,28686,7938,"Northern Beaches (A)",123035462,65641,1163,3167,8.1,null,7.7,2.09,28.8,40.7,5.73,167409,13.1,20954,0.17,9.0,60,1.1,34448,25876,0.4,684,1137.9,813,148,708,40,54783,11667081491,71.1,133150,46,20.9,18962,2016,8.3,33.6,15066,146284,79756
26.1,19,12222149,28.4,"16100",2859,29.5,48,282,770,159,51,13499509,null,179,52262,53,23.8,145757981,85,0.34,13.9,20.0,0.461,342,7094,47847,26132,342,"Oberon (A)",2221192,35650,17,211,13.0,null,6.7,1.83,18.0,28.8,5.34,2789,6.1,695,0.13,1.3,58,1.7,15452,791,0.5,16,6.4,67,28,317,44,44699,126255243,70.7,1903,55,23.6,17648,2016,2.8,21.8,6086,2354,53634
25.9,134,75918147,23.1,"16150",2165,29.0,42,2465,825,1251,46,105652932,null,1493,59507,426,25.5,1286846118,528,0.4,11.2,22.6,0.443,349,7191,48522,23896,2989,"Orange (C)",12617334,29966,332,2027,7.1,null,7.1,1.86,18.8,29.5,4.65,21625,6.7,4730,0.18,2.1,58,1.1,23331,3254,0.4,125,44.7,804,276,206,39,48871,1151151071,80.3,14693,50,24.8,12813,2016,4.9,25.5,9798,20417,56382
23.7,65,40864558,28.4,"16200",2021,33.3,44,967,695,636,48,22033340,null,388,51906,233,26.4,375540281,178,0.35,11.6,18.2,0.465,356,4367,43520,31296,1196,"Parkes (A)",5570643,29401,42,786,12.4,null,6.7,1.91,17.9,29.4,5.46,7235,5.8,1947,0.13,1.3,58,1.3,25256,1618,0.7,76,11.4,285,159,211,40,43145,323554193,74.4,5045,52,23.9,16037,2016,3.4,21.4,12616,6388,50650
24.7,533,373882621,25.6,"16260",2215,23.0,38,11932,1012,5323,40,461937464,10,8020,59766,2968,23.2,7759604873,2305,0.36,12.0,25.4,0.455,363,4771,52413,24540,14247,"Parramatta (C)",56564549,33926,2451,5733,7.0,null,13.2,1.88,18.8,29.9,5.17,129833,6.6,15463,0.15,2.7,59,0.9,23112,16177,0.5,286,272.1,1368,409,274,36,49048,7323623367,79.6,96820,42,20.3,15060,2016,6.6,26.5,13714,120079,60990
30.7,728,263688693,19.8,"16350",3269,25.2,40,12829,937,5232,42,264028032,19,3668,58493,2465,25.2,6320185793,2565,0.44,6.9,26.5,0.393,370,3757,52417,25758,15387,"Penrith (C)",66068215,50909,1374,6172,6.0,null,8.8,1.66,16.0,26.0,3.77,108050,5.5,16396,0.22,1.4,58,1.1,22499,11720,0.5,318,186.7,3203,772,121,37,52203,6089016036,85.7,70278,44,24.9,15774,2016,4.2,24.3,14187,106289,57287
22.4,854,169369516,31.2,"16380",2600,36.1,48,4574,677,2934,52,191249030,31,3145,48682,1357,28.7,1970363114,1872,0.32,18.5,16.9,0.483,377,6395,42005,27672,5819,"Port Macquarie-Hastings (A)",51802424,24362,471,3775,9.9,null,5.8,1.92,20.4,31.7,6.03,40474,7.6,16002,0.1,1.5,59,2.9,23855,7100,0.4,428,76.6,1022,480,370,43,39210,1610629573,67.9,29904,51,26.5,21213,2016,2.7,17.7,12060,32646,49336
24.2,620,105560506,28.5,"16400",3058,33.4,46,4087,742,2400,51,162943212,48,2315,53169,1182,26.4,1904738987,1909,0.35,15.2,19.2,0.469,384,6438,45317,29198,4952,"Port Stephens (A)",55739374,34152,300,3222,7.4,null,6.9,1.91,19.7,31.0,5.52,35824,7.2,11267,0.12,1.6,59,3.0,22289,4736,0.4,281,79.1,985,397,288,42,42711,1668994997,73.8,25309,49,24.9,22888,2016,3.6,20.9,11684,31113,53643
27.4,191,89964492,17.4,"16490",2980,20.0,43,2223,1167,902,46,145873023,null,2208,69639,240,21.6,2388556314,2883,0.43,8.5,29.7,0.413,390,5952,61360,36728,2698,"Queanbeyan-Palerang Regional (A)",105886427,38700,183,1426,5.7,null,6.7,1.7,17.5,27.9,3.93,34299,6.0,4047,0.22,4.0,61,4.9,20465,4396,0.3,75,85.5,523,140,173,41,60055,2195061800,80.4,24508,50,21.1,29789,2016,8.9,33.5,8412,32282,67996
22.8,226,528904738,21.6,"16550",2878,20.2,39,3272,1196,1964,41,775430507,5,6920,81266,734,20.4,6915185763,1631,0.36,14.0,25.0,0.515,397,11659,57011,27859,3940,"Randwick (C)",45438681,64239,1620,3018,7.5,null,11.8,1.93,26.2,37.5,5.38,85093,11.4,10742,0.17,6.6,59,0.9,41623,12707,0.5,217,444.5,540,153,506,36,57927,5994716750,77.0,66512,44,17.6,19657,2016,7.8,35.1,14930,80205,74742
26.3,203,28838923,30.1,"16610",2828,39.0,46,1815,610,1207,50,28873497,10,518,43319,569,31.7,446096102,359,0.36,12.8,13.6,0.437,404,4074,41102,23774,2233,"Richmond Valley (A)",8534798,28248,104,1693,9.9,null,6.0,1.66,17.2,28.1,4.65,10298,5.7,3853,0.12,0.7,58,2.1,13892,2076,0.6,128,14.6,511,246,200,42,39299,401544599,74.8,7087,53,27.9,16793,2016,1.4,11.8,6360,9143,43918
28.6,233,123926592,18.6,"11450",5327,22.0,40,3825,1081,1067,42,143101580,null,1862,64240,648,23.1,2879101635,885,0.44,7.6,29.8,0.402,432,4735,56403,29063,4751,"Camden (A)",25721194,57513,444,1268,6.1,null,8.9,1.7,16.7,26.9,3.9,44818,5.7,5530,0.22,2.2,58,0.8,24381,5083,0.4,130,107.1,759,134,124,38,55907,2713192475,85.2,30222,43,23.3,16346,2016,6.4,29.7,13611,43114,62931
31.6,654,156519810,21.5,"11500",3432,28.2,40,12969,818,5444,43,88538522,7,2479,53574,3274,27.0,4397238092,1944,0.43,5.8,22.7,0.384,439,1822,49499,24056,15233,"Campbelltown (C) (NSW)",46764331,39976,1623,6186,5.6,null,10.8,1.63,15.0,25.1,3.79,82078,4.6,13674,0.21,0.9,58,1.2,19506,8024,0.5,270,99.1,3114,816,109,38,48832,4361406448,87.1,48584,43,26.0,15207,2016,3.1,19.8,12415,81668,53404
22.4,58,91932011,29.4,"11300",2930,26.8,37,1260,876,697,39,119943781,null,1340,56346,252,26.5,1233857347,319,0.38,13.8,20.0,0.497,411,7198,42264,26267,1603,"Burwood (A)",8379331,53030,418,703,8.1,null,16.5,2.02,22.6,34.4,5.32,21898,9.0,3425,0.16,2.6,59,0.7,30191,3045,0.8,31,71.1,128,29,354,33,41388,1095508795,76.9,16663,45,21.4,16898,2016,4.9,21.7,16567,20223,54171
22.1,153,272082943,22.5,"11520",3044,20.3,41,2189,1232,864,42,463118388,10,4842,77472,431,21.0,4228587576,1105,0.36,15.1,25.9,0.504,446,10452,58368,27030,2736,"Canada Bay (A)",29867902,63781,572,1165,7.1,null,11.2,2.01,23.8,35.4,5.63,54582,9.3,7173,0.16,7.2,59,1.0,36042,7549,0.6,118,308.8,243,42,545,37,56096,3754230829,76.3,44308,46,18.4,17421,2016,8.8,34.4,15203,49867,75285
25.7,1756,601040088,27.2,"11570",2636,31.9,40,25707,715,11590,42,452395947,38,6525,51252,8321,28.3,8786425493,2843,0.41,9.4,18.6,0.437,453,4099,44942,22858,30135,"Canterbury-Bankstown (A)",64986262,45744,5338,11627,10.5,null,13.1,1.83,18.0,29.0,4.47,171435,6.0,37341,0.19,1.3,58,0.8,22170,27111,0.7,636,298.5,3533,830,257,37,42542,8199821979,78.8,110366,43,23.0,13479,2016,3.1,18.8,16999,157864,51942
26.4,9,15609002,29.3,"11600",683,27.1,43,154,829,82,47,7106538,null,88,47935,23,28.8,76695378,25,0.36,11.2,21.8,0.488,460,6730,36400,26464,200,"Carrathool (A)",661607,11372,7,85,16.4,null,5.9,1.77,20.3,31.5,4.89,1600,6.3,262,0.14,2.4,56,0.9,31855,490,0.7,6,1.0,31,14,403,38,40566,56498910,71.5,1056,49,27.1,16865,2016,2.8,15.5,15962,1397,40443
25.2,2488,592952959,25.8,"11650",3176,32.0,45,19865,774,11062,48,746460312,91,10631,55128,4419,27.2,9624053093,5919,0.38,12.9,20.4,0.453,466,6227,46229,25361,24183,"Central Coast (C) (NSW)",150110390,33431,2321,14028,7.8,null,7.4,1.85,19.4,30.3,4.81,174576,7.2,50412,0.16,1.8,59,1.8,25371,23371,0.4,1539,355.4,4628,1612,220,41,44951,8608797447,76.8,119869,47,25.6,16416,2016,3.8,21.8,14292,158169,54428
21.8,6,14120360,24.7,"11700",814,34.6,48,150,554,162,51,2581984,null,23,62984,36,26.0,39176314,null,0.37,6.7,12.5,0.498,473,6487,36876,null,169,"Central Darling (A)",null,6464,null,123,24.8,null,7.1,2.02,20.7,33.3,5.47,622,5.8,171,0.16,1.7,null,null,64183,220,0.6,null,0.1,null,null,466,43,47438,25765220,67.3,398,55,17.8,null,2016,2.0,27.6,34156,589,43744
24.6,249,40969995,25.5,"11720",3031,34.2,42,3995,719,2572,46,67672553,5,1132,55566,1164,27.3,1440380445,785,0.39,9.5,17.0,0.452,480,4249,45506,24742,4645,"Cessnock (C)",19422434,30503,232,3417,5.4,null,7.4,1.89,17.9,29.6,4.87,25922,5.9,6719,0.16,1.6,57,1.6,14828,2763,0.4,104,34.5,1285,510,137,39,45107,1388429962,83.0,15925,49,23.8,13517,2016,4.0,22.6,8711,25144,55219
21.7,544,75636677,33.0,"11730",2616,40.9,49,3639,594,2688,53,84535129,27,1500,44046,1287,30.7,1048780220,990,0.32,16.3,13.4,0.477,487,4986,39314,25560,4460,"Clarence Valley (A)",25304686,29858,183,3678,11.0,null,5.9,1.88,19.0,30.6,5.89,23811,6.5,9576,0.1,0.9,58,2.5,14377,5261,0.5,272,44.8,952,501,292,43,36860,904650259,69.6,16953,53,25.6,18319,2016,1.9,14.6,6760,19904,45451
18.4,173,133532103,35.7,"11350",5738,30.6,45,2334,738,2067,48,196638982,null,1639,47857,294,30.6,988444512,609,0.36,18.9,16.7,0.539,418,12924,30210,27523,2876,"Byron (A)",16761436,60689,235,1810,18.4,null,5.3,2.06,26.7,38.4,5.77,20654,11.7,3181,0.15,2.3,58,1.7,19942,6696,0.4,105,99.5,440,132,482,39,33178,673688480,60.0,15215,48,27.1,15792,2016,2.9,15.2,10980,16253,41450
24.5,62,47775343,27.7,"11400",2842,29.6,46,636,790,291,50,45331725,null,524,55845,124,25.7,390133463,169,0.36,13.1,20.3,0.492,425,8899,44240,22973,850,"Cabonne (A)",3882449,42248,29,414,15.5,null,7.3,1.9,21.7,32.9,5.25,6986,8.9,1663,0.13,2.5,57,1.1,21736,2198,0.6,38,22.1,140,46,328,43,43918,308458446,70.1,5094,52,25.0,12893,2016,4.4,22.2,9504,5943,51903
20.8,null,11917918,22.3,"11750",1396,25.1,41,221,989,121,44,5415676,null,81,68050,42,21.3,160599144,45,0.36,7.2,20.6,0.45,494,3393,58866,18142,255,"Cobar (A)",816392,43468,5,161,11.6,null,8.6,1.99,16.9,27.5,5.48,2360,5.6,440,0.16,3.4,58,0.8,23277,512,0.3,6,3.5,79,21,94,38,56039,156768923,80.3,1596,51,18.6,10000,2016,8.7,35.6,10373,2271,69031
23.7,651,153623798,30.1,"11800",2858,34.1,45,5018,701,3414,50,167173528,42,2606,48258,1183,29.7,1924000085,1479,0.35,14.1,17.4,0.468,501,6010,39993,27261,6272,"Coffs Harbour (C)",40318668,28750,494,3800,9.4,null,6.1,1.85,19.9,31.1,5.22,39869,7.3,10946,0.13,1.3,59,2.2,22509,6825,0.5,338,74.9,1209,609,253,41,39529,1632425467,73.6,27818,50,27.7,19201,2016,2.6,16.6,11132,35048,46577
24.6,36,21850630,27.7,"12000",2845,30.7,46,232,711,136,49,8377446,null,102,52600,52,27.7,105989048,53,0.36,13.5,18.9,0.474,508,5830,43030,29736,308,"Coolamon (A)",1575991,38153,16,175,17.9,null,6.9,1.89,19.2,30.9,5.25,2015,5.5,665,0.13,2.3,58,1.5,38674,565,0.6,9,3.9,53,20,347,41,42838,77727668,67.0,1437,52,24.0,23612,2016,2.7,20.1,20691,1617,48069
26.2,15,14307957,27.2,"12150",2487,32.9,46,342,629,259,49,11291754,null,125,50323,108,27.5,84039035,29,0.35,12.5,14.6,0.612,515,9465,38200,16319,391,"Coonamble (A)",473238,114452,14,238,19.3,null,5.1,1.81,24.8,36.5,5.19,1670,9.0,463,0.1,1.8,57,1.0,24169,592,1.1,9,14.3,146,49,234,40,43463,62367315,66.8,1193,54,23.5,10386,2016,1.6,19.1,15349,1504,41468
23.3,80,38274526,30.8,"12350",2729,37.4,48,822,629,567,51,33992211,null,446,45920,245,30.7,286721540,178,0.34,15.1,14.8,0.481,522,7527,38656,30752,1033,"Cowra (A)",5473859,36186,39,794,15.6,null,5.9,1.83,20.0,31.2,5.34,6244,7.6,2264,0.11,1.3,58,1.8,21370,1791,0.4,50,16.1,228,85,340,42,38659,219649060,67.1,4516,54,27.0,18336,2016,1.9,15.2,12224,5110,42984
25.6,549,379360993,28.4,"12380",2618,30.8,37,13412,736,5919,39,181535382,11,3430,48925,3550,28.9,5329158336,1531,0.41,7.9,18.7,0.433,528,2687,43285,23994,15879,"Cumberland (A)",36734785,36798,2707,5974,11.2,null,14.2,1.83,17.5,28.4,4.48,108926,5.9,16682,0.19,1.0,58,0.8,21590,17571,1.0,298,126.2,1725,488,169,34,40890,5007628184,79.7,67568,39,23.4,14140,2016,3.0,17.1,17690,100975,49593
21.6,44,10986606,30.1,"12700",2621,32.4,48,486,753,277,52,25380641,null,358,51296,147,27.4,247605036,154,0.33,16.9,19.1,0.488,535,7038,45167,29542,593,"Dungog (A)",4549483,16978,71,401,11.2,null,7.5,2.01,19.0,30.9,6.06,4827,6.2,1153,0.1,2.2,58,1.7,9028,1217,0.4,29,6.1,96,36,419,43,41152,221941733,69.9,3606,54,24.4,19588,2016,4.0,20.9,4619,4028,55100
25.0,45,12660627,30.2,"12730",1789,31.5,46,486,721,308,51,22895701,null,301,45734,96,29.2,206763181,99,0.35,15.2,18.1,0.463,542,7200,41069,24973,605,"Edward River (A)",2472295,30007,18,436,10.4,null,5.7,1.78,17.4,28.6,5.12,4521,5.6,1222,0.13,1.3,58,1.3,14453,876,0.6,43,9.0,130,35,341,41,40245,177056420,72.6,3180,53,26.5,10921,2016,2.9,15.6,9813,3917,45202
21.3,447,83933922,33.2,"12750",3314,38.0,52,2191,632,1550,56,101292969,8,1421,43669,696,32.6,838356088,1978,0.34,18.1,14.6,0.477,549,7194,36249,32492,2808,"Eurobodalla (A)",64269108,31805,94,2435,11.9,null,5.1,1.83,20.7,32.0,5.38,19198,7.7,7997,0.12,1.1,64,7.5,21858,3840,0.4,210,45.2,566,225,477,45,35593,616702576,61.6,14081,53,27.5,28192,2016,1.9,13.0,12996,14635,42139
27.7,2140,299838587,26.7,"12850",4066,38.0,40,17295,630,11001,42,179257309,4,2586,48417,9074,29.9,4316842118,1267,0.41,8.2,15.4,0.412,556,3275,43170,20549,19632,"Fairfield (C)",26035641,54897,4285,8613,9.5,null,13.3,1.73,16.5,27.1,4.18,89159,5.2,21835,0.2,0.7,57,0.7,24196,12392,0.9,124,142.0,2861,802,253,37,42326,4041376527,81.4,54742,45,22.9,10000,2016,1.7,15.8,19393,84105,48052
25.5,150,42737106,30.1,"12870",2082,33.9,48,679,677,411,52,34704820,null,527,48741,162,27.0,331241830,250,0.32,16.7,18.0,0.471,562,7148,41409,25558,872,"Federation (A)",6389434,31272,33,470,11.9,null,5.6,1.85,19.1,30.1,5.82,6796,6.7,2512,0.12,1.0,58,1.8,30768,1389,0.4,57,16.5,156,45,429,44,40706,260474979,69.4,4855,54,26.4,15573,2016,2.1,17.4,14605,5632,46249
25.7,51,34541463,27.0,"12900",2928,32.2,45,582,687,323,49,27931266,null,328,51290,110,28.7,247832570,102,0.38,12.8,17.5,0.466,569,8022,41955,24026,739,"Forbes (A)",2450665,154293,21,447,15.0,null,6.7,1.81,19.7,30.7,4.8,4832,6.8,1447,0.14,1.2,57,1.0,25511,1354,0.5,37,50.6,172,54,327,40,42941,194218088,71.1,3482,53,26.8,12672,2016,2.6,18.6,14067,4126,47072
